years,court,simplejudge,record,place,compromise,xword,education,mind,financial,support,attitude,confess,sequel,law,label
104,1,0,2,0,2,5,2,2,2,1,2,1,0,0,0
103,1,0,2,0,2,3,2,2,2,1,2,0,0,0,0
103,1,0,0,0,2,0,2,2,2,1,0,0,1,0,1
104,1,0,2,0,2,4,2,2,0,1,3,1,0,0,0
104,1,0,2,1,2,4,0,2,2,1,2,1,0,0,0
104,1,0,2,0,2,4,2,2,2,1,3,1,1,0,0
103,1,1,2,0,1,8,2,2,2,1,3,0,1,0,0
103,2,0,2,0,2,8,0,2,2,1,2,0,0,0,0
104,1,0,2,0,2,8,2,2,2,1,2,1,1,0,2
103,1,1,2,0,1,6,0,2,2,1,2,0,1,0,3
104,1,1,2,0,2,5,2,2,2,1,2,1,1,0,0
104,1,0,2,0,2,0,2,2,1,1,2,1,1,0,0
103,1,0,2,0,2,8,2,2,2,1,1,0,0,0,1
104,1,0,2,0,2,2,2,2,0,1,2,0,1,0,1
104,2,0,2,0,1,6,0,2,1,1,0,1,0,0,2
103,1,0,2,0,1,5,1,2,1,1,2,1,0,0,1
103,2,0,2,0,2,10,2,2,2,1,0,0,1,0,3
103,1,0,2,0,1,5,0,2,2,1,2,1,0,0,0
104,1,0,2,0,2,10,0,2,2,1,2,0,0,0,0
104,1,0,2,0,1,5,2,2,2,1,2,1,0,0,0
103,1,0,2,0,2,2,0,2,0,1,2,1,1,0,0
103,2,1,2,0,1,1,2,2,2,1,2,0,0,0,2
103,2,0,2,0,2,7,2,2,2,1,2,1,0,0,2
104,1,0,2,0,1,4,2,2,0,1,0,0,0,0,1
104,1,0,0,0,2,10,0,2,0,1,2,1,0,0,3
104,1,0,2,0,1,0,2,2,2,1,2,1,0,0,0
104,1,0,2,1,1,5,2,2,2,1,2,1,0,0,0
103,1,0,2,0,2,11,0,2,0,1,2,1,1,0,0
104,1,0,2,0,2,10,2,2,2,1,2,1,0,0,2
104,1,0,2,0,1,2,2,2,2,1,2,0,0,0,2
103,2,0,2,1,1,6,2,2,2,1,2,1,1,0,2
103,1,0,2,0,2,0,1,2,1,1,2,0,0,0,3
103,1,1,2,0,1,2,1,2,2,1,0,0,0,0,2
103,1,0,2,0,2,0,2,2,2,1,2,1,0,0,3
104,1,0,2,0,2,4,2,2,2,1,2,0,0,0,3
103,1,0,2,0,2,8,2,2,2,1,2,0,0,0,0
103,2,1,2,0,1,9,0,2,1,1,1,0,0,0,1
104,2,0,0,0,2,8,0,2,0,1,2,1,0,0,0
104,2,0,2,0,2,9,0,2,1,1,2,1,0,0,0
103,1,0,2,0,1,3,0,2,1,1,2,0,1,0,3
103,1,1,2,0,1,6,2,2,2,1,2,0,1,0,1
103,1,1,2,0,2,2,2,2,2,1,1,0,0,0,3
103,1,0,2,0,1,4,2,2,2,1,2,1,0,0,0
104,1,0,2,0,2,5,2,2,2,1,2,1,0,0,0
103,1,0,2,0,2,8,2,2,2,1,0,0,0,0,0
103,1,0,2,0,1,4,2,2,2,1,2,1,0,0,0
103,1,1,2,0,2,0,2,2,1,1,2,0,0,0,2
103,1,1,2,0,2,2,0,2,2,1,2,0,1,0,3
103,1,1,2,0,2,0,2,2,2,1,0,1,0,0,2
104,1,0,2,0,2,5,2,2,2,1,2,1,0,0,0
103,1,1,2,0,2,8,2,2,2,1,2,1,0,0,0
104,1,0,2,0,2,5,2,2,2,1,2,0,0,0,1
103,1,1,2,0,2,0,2,2,2,1,3,0,1,0,0
103,1,1,2,1,2,10,2,2,2,1,2,0,0,0,3
103,1,0,2,0,2,2,2,2,2,1,2,0,0,0,0
103,1,1,2,1,2,2,2,2,2,1,3,1,0,0,1
103,1,0,2,0,2,9,0,2,0,1,3,1,0,0,0
104,1,0,2,0,1,8,2,2,1,1,2,1,0,0,0
103,1,1,2,1,2,0,2,2,2,1,2,0,1,0,1
104,1,0,2,0,1,8,2,2,2,1,2,0,0,0,0
103,1,0,2,0,2,8,2,2,2,1,2,1,0,0,0
104,2,0,2,0,2,8,2,2,0,1,0,0,0,0,0
104,1,1,2,0,1,0,1,2,2,1,2,0,1,0,2
104,1,1,2,0,1,6,1,2,1,1,3,1,1,0,0
104,1,0,2,0,2,5,2,2,2,1,2,1,0,0,1
104,2,0,2,0,2,4,2,2,2,1,3,1,0,0,0
104,1,0,2,0,1,8,1,2,2,1,2,0,0,0,0
104,1,0,2,0,2,8,2,2,2,1,2,0,0,0,0
104,1,0,2,0,2,0,2,2,0,1,2,1,1,0,0
104,1,0,2,1,1,0,2,2,2,1,2,1,0,0,3
104,1,0,2,0,1,6,1,2,2,1,0,0,0,0,0
104,1,0,2,1,1,10,0,2,2,1,2,1,1,0,2
104,1,0,2,0,1,8,1,2,0,1,1,0,1,0,0
104,1,0,2,0,2,4,2,2,2,1,0,0,0,0,0
104,1,0,2,0,2,0,0,2,0,1,2,1,0,0,1
104,1,1,2,0,2,4,1,2,1,1,2,1,0,0,2
104,1,0,2,0,2,5,2,2,2,1,2,0,0,0,0
104,1,0,2,0,1,5,1,2,0,1,3,1,0,0,0
104,2,0,2,0,2,8,2,2,2,1,2,0,0,0,0
104,1,1,0,0,2,3,2,2,2,1,2,1,0,0,2
103,2,1,2,0,1,9,2,2,0,1,0,0,0,0,0
103,1,1,2,0,2,9,2,2,2,1,0,0,1,0,2
103,1,1,2,0,2,7,2,2,2,1,0,0,1,0,0
104,1,0,2,0,2,9,1,2,2,1,2,1,1,0,0
104,1,0,2,0,2,8,2,2,2,1,2,1,1,0,0
104,1,0,2,0,1,4,2,2,2,1,2,1,1,0,0
104,1,1,2,0,1,0,2,2,2,1,0,0,1,0,2
104,2,0,2,0,1,7,2,2,2,1,2,0,1,0,1
104,1,0,2,0,1,4,2,2,2,1,2,1,1,0,0
103,1,1,2,0,2,8,1,2,0,1,0,0,1,0,0
104,2,0,2,0,2,0,2,2,2,1,2,1,0,0,0
104,1,0,2,0,1,8,2,2,0,1,2,0,0,0,3
104,1,0,2,0,2,3,2,2,2,1,2,1,1,0,0
104,1,1,2,0,2,10,2,2,2,1,3,0,1,0,3
104,1,1,2,0,2,0,2,2,2,1,2,0,0,0,0
104,1,0,2,0,2,7,0,2,2,0,2,1,0,0,2
104,1,0,2,1,2,10,2,2,2,1,2,1,1,0,0
103,1,1,2,0,2,8,1,2,2,1,2,0,0,0,2
104,1,0,0,0,2,5,2,2,2,1,2,1,0,0,3
104,1,0,2,1,1,1,2,2,2,1,2,1,0,0,0
104,1,0,2,0,1,5,2,2,0,1,2,1,0,0,0
104,1,1,2,0,1,8,2,2,2,1,2,1,1,0,1
104,1,1,2,0,1,8,2,2,0,1,2,1,0,0,0
104,2,0,2,1,0,9,0,2,2,1,2,1,1,0,3
104,2,0,2,0,2,0,2,2,2,1,2,0,0,0,0
104,2,0,2,0,1,6,1,2,1,1,2,1,0,0,0
103,1,1,2,1,1,0,1,2,2,1,1,0,1,0,3
103,1,1,2,0,1,0,2,2,2,1,0,0,1,0,3
104,1,0,2,0,2,6,2,2,0,1,2,1,1,0,1
104,1,0,2,0,2,10,2,2,2,1,2,1,0,0,0
104,1,0,2,0,2,8,2,2,2,1,0,0,0,0,1
104,1,0,2,0,1,0,1,2,0,1,2,1,0,0,0
104,2,0,2,0,1,4,0,2,0,1,2,1,0,0,0
104,1,0,2,0,2,4,2,2,2,1,0,0,0,0,0
104,2,0,2,0,2,2,2,2,2,0,1,1,0,0,0
104,1,0,2,1,2,9,1,2,2,1,2,1,1,0,3
104,2,0,2,0,1,4,2,2,2,1,0,0,1,0,1
104,2,0,2,1,2,0,2,2,2,1,2,1,0,0,0
104,2,0,2,0,2,8,0,2,2,1,2,1,0,0,0
104,2,1,2,0,1,8,2,2,2,1,2,0,0,0,3
104,1,1,2,0,1,9,2,2,2,1,1,0,0,0,2
104,1,0,2,0,2,9,2,2,2,1,2,1,0,0,0
104,1,0,2,0,1,5,2,2,2,1,0,0,0,0,0
104,1,1,0,0,2,8,2,2,2,1,2,1,0,0,2
104,1,0,2,0,2,0,2,2,2,1,2,0,0,0,1
103,1,0,2,1,1,6,2,2,2,1,2,0,0,0,0
104,2,1,2,1,2,0,1,2,2,1,1,0,1,0,0
104,1,1,2,0,1,8,0,2,1,1,1,0,1,0,1
104,1,0,2,0,1,8,2,2,2,1,2,0,0,0,1
104,1,1,2,0,1,0,0,2,2,1,2,1,1,0,0
103,1,1,2,0,2,6,0,2,2,1,3,0,1,0,0
104,1,0,2,0,1,5,2,2,2,1,2,0,0,0,0
104,1,1,2,0,1,0,2,2,2,1,2,0,1,0,3
104,3,1,2,1,2,6,0,2,2,1,1,0,1,0,0
103,1,1,2,1,1,8,2,2,2,1,2,1,0,0,0
103,1,1,2,0,1,2,2,2,2,1,1,0,1,0,2
103,1,1,2,0,2,4,0,2,2,1,2,0,0,0,0
104,1,0,2,1,2,4,2,2,2,1,2,1,1,0,2
104,1,0,2,0,2,9,0,2,2,1,2,0,1,0,0
104,1,0,2,0,2,0,2,2,2,1,2,1,0,0,1
103,2,0,2,1,1,9,2,2,2,1,3,0,1,0,3
104,1,0,2,0,1,0,2,2,2,1,2,1,0,0,0
104,1,1,2,1,1,9,1,2,0,1,3,1,0,0,0
104,1,0,2,0,2,3,0,2,2,1,2,1,0,0,3
104,1,0,2,0,2,4,0,2,0,1,2,0,0,0,0
104,1,1,2,0,2,0,2,2,2,1,0,0,0,0,0
104,2,0,2,1,2,6,2,2,2,1,2,1,0,0,0
103,1,0,2,0,1,0,2,2,0,1,2,1,1,0,2
103,2,0,2,1,2,0,0,2,1,1,2,1,0,0,0
104,1,0,2,0,1,8,0,2,2,1,2,1,0,0,0
104,1,1,2,0,2,0,0,2,2,1,0,0,0,0,0
92,1,1,2,0,2,8,2,2,2,1,1,0,0,0,2
92,1,1,2,0,2,4,2,2,2,1,0,0,0,0,3
91,1,0,2,0,2,10,2,2,2,1,3,0,0,0,2
91,2,0,2,0,2,1,2,2,2,1,0,0,0,0,2
91,1,1,2,0,1,10,2,2,2,1,2,0,0,0,0
91,2,1,2,0,2,10,2,2,2,1,2,0,1,0,1
92,1,0,0,0,2,5,2,2,2,1,2,0,0,0,3
92,2,0,2,0,1,11,2,2,2,1,2,1,0,0,0
92,1,0,0,0,2,11,2,2,2,1,0,0,0,0,2
92,2,0,2,0,2,5,2,2,2,1,2,0,0,0,0
92,1,0,2,0,2,1,2,2,2,1,2,0,0,0,3
92,2,0,2,0,2,4,2,2,2,1,2,0,0,0,0
92,1,1,2,1,2,8,2,2,2,1,2,0,0,0,0
92,1,0,2,0,2,0,2,2,2,1,2,0,0,0,1
92,1,0,2,0,1,9,2,2,2,1,2,0,0,0,0
92,1,0,2,0,2,6,2,2,2,1,1,0,0,0,0
88,1,1,2,0,2,10,2,2,2,1,0,0,0,0,2
92,1,0,2,0,2,11,2,2,2,1,0,0,0,0,1
92,1,1,2,0,2,6,2,2,2,1,2,0,0,0,0
92,1,1,2,0,2,4,2,2,2,1,3,1,0,0,0
92,1,0,2,0,2,7,2,2,2,1,2,1,0,0,0
92,1,1,2,0,2,8,2,2,2,1,0,0,0,0,0
104,1,0,2,0,1,5,2,2,1,1,1,0,0,0,0
104,2,0,2,0,1,7,2,2,0,0,3,1,0,0,0
104,2,0,2,1,1,6,0,2,1,1,2,1,0,0,1
104,2,0,2,0,1,9,2,2,2,1,2,1,0,0,0
104,2,0,2,1,2,3,1,2,0,1,3,0,1,0,1
104,1,1,2,0,2,4,2,2,2,1,0,0,1,0,2
104,1,1,2,1,2,8,2,2,2,1,2,0,1,0,3
104,2,1,2,0,2,7,2,2,2,0,2,0,0,0,3
104,1,0,2,0,2,9,2,2,2,1,2,1,0,0,1
104,1,0,2,0,1,5,2,2,2,1,2,1,0,0,0
104,1,0,2,0,1,0,2,2,2,1,3,0,0,0,0
104,2,0,2,0,1,10,2,2,2,1,0,1,0,0,0
104,1,0,2,0,1,5,2,2,2,1,2,0,0,0,0
104,1,0,2,1,1,2,2,2,2,1,2,0,1,0,0
104,1,0,2,1,2,2,2,2,2,1,2,1,1,0,0
104,3,1,2,0,1,4,2,2,2,1,0,0,0,0,2
104,1,0,2,0,2,7,0,2,0,1,2,1,1,0,0
104,1,0,2,0,2,6,2,2,2,1,2,1,0,0,0
104,1,0,2,0,1,2,0,2,1,1,2,0,0,0,0
104,1,0,2,0,2,2,2,2,2,1,2,0,0,0,0
104,1,0,2,1,1,6,2,2,1,1,3,1,1,0,0
104,1,0,2,1,2,4,1,2,0,1,3,1,0,0,1
104,1,0,2,0,1,9,2,2,2,1,2,0,0,0,1
104,1,0,2,0,1,10,2,2,1,1,3,1,1,0,0
104,1,0,2,1,2,6,1,2,2,1,2,1,1,0,0
104,1,0,2,0,2,6,2,2,2,1,2,1,0,0,0
104,1,0,2,0,2,4,2,2,2,1,2,0,0,0,0
104,1,0,2,0,2,7,0,2,2,0,2,1,0,0,0
104,2,0,2,0,2,9,2,2,2,1,3,0,0,0,0
104,1,0,2,0,2,5,2,2,2,1,2,1,0,0,0
104,2,0,2,1,2,0,2,2,2,1,2,1,0,0,3
104,1,0,2,0,2,0,2,2,2,1,2,1,0,0,0
104,1,0,2,0,2,5,0,2,2,1,2,1,0,0,0
104,1,0,2,1,1,0,2,2,2,1,2,0,0,0,0
104,2,1,2,0,2,0,2,2,2,1,2,0,0,0,0
104,1,0,2,0,2,4,2,2,2,1,2,0,0,0,3
104,1,0,2,0,1,8,2,2,2,1,2,1,0,0,0
103,1,1,2,0,1,8,2,2,2,1,3,0,1,0,2
104,2,0,2,0,2,9,2,2,2,1,2,0,0,0,0
104,1,0,2,0,1,9,0,2,2,1,2,0,1,0,2
104,1,1,2,0,1,2,1,2,1,1,2,0,1,0,2
104,1,0,2,0,2,8,2,2,2,0,2,0,1,0,3
104,1,0,2,0,1,3,2,2,1,1,3,1,1,0,0
104,1,0,2,0,1,4,2,2,2,1,2,0,0,0,0
104,1,1,2,0,2,6,2,2,2,1,2,1,0,0,0
104,1,0,2,0,2,8,2,2,2,1,2,1,0,0,0
104,1,0,2,1,1,6,2,2,2,1,2,1,1,0,0
104,3,0,2,0,1,5,0,2,0,0,2,1,0,0,0
104,1,0,2,0,2,6,0,2,1,1,2,1,0,0,2
104,1,0,2,0,2,10,2,2,2,1,2,1,1,0,3
104,1,0,2,0,2,3,0,2,2,1,2,0,1,0,0
104,1,1,2,0,1,7,2,2,2,0,1,0,0,0,1
104,1,0,2,0,2,4,2,2,2,1,2,0,0,0,0
103,1,1,2,0,1,8,1,2,2,1,0,0,0,0,0
104,1,0,2,0,2,4,2,2,2,1,0,0,0,0,0
104,1,0,2,0,1,9,2,2,2,1,2,1,0,0,0
104,2,0,2,0,1,4,2,2,2,1,2,1,1,0,0
104,1,1,2,0,1,8,2,2,2,1,0,0,0,0,0
104,2,0,2,0,1,5,0,2,2,1,2,1,0,0,0
104,2,0,2,0,2,9,2,2,2,1,2,1,0,0,0
104,1,0,2,0,2,0,2,2,2,1,2,0,1,0,0
104,2,1,2,0,1,5,0,2,2,1,2,0,0,0,2
104,2,0,2,0,1,1,2,2,2,1,2,1,1,0,0
104,1,0,2,0,2,6,2,2,2,1,2,1,0,0,0
104,1,0,2,0,2,5,2,2,2,1,2,0,0,0,0
104,2,0,2,0,2,8,2,2,2,1,1,0,1,0,0
104,1,0,2,0,2,5,2,2,2,1,2,1,1,0,1
104,1,0,2,0,1,0,2,2,1,1,2,0,0,0,0
103,2,1,2,0,1,0,2,2,2,1,2,0,1,0,2
104,1,0,2,1,2,0,2,2,2,1,1,0,0,0,0
104,1,1,2,0,1,8,1,2,2,1,0,0,1,0,2
104,1,0,2,0,1,5,2,2,2,1,2,1,1,0,3
104,1,0,2,0,1,3,1,2,1,1,2,1,1,0,0
104,1,0,2,1,2,0,0,2,1,1,2,1,0,0,2
104,2,0,2,0,1,5,2,2,2,1,2,1,1,0,2
104,1,1,2,0,1,8,0,2,2,1,1,0,0,0,2
104,1,0,2,0,1,5,2,2,2,1,2,1,0,0,0
104,1,0,1,0,2,0,2,2,0,1,2,0,1,0,3
104,1,0,2,1,2,8,2,2,2,1,3,1,0,0,3
104,1,1,2,0,2,8,2,2,2,1,3,0,1,0,0
104,1,0,2,1,1,0,1,2,1,1,2,0,1,0,3
104,2,0,2,0,2,0,0,2,2,1,2,1,0,0,0
104,1,0,2,0,1,9,2,2,2,1,0,0,0,0,0
104,1,0,2,0,2,9,2,2,2,1,2,1,0,0,2
104,1,1,0,0,2,5,0,2,1,1,2,1,0,0,2
104,1,0,2,0,2,5,2,2,2,1,2,0,0,0,0
104,2,1,2,0,1,10,2,2,2,1,1,0,0,0,1
104,1,0,2,0,2,2,2,2,2,1,1,0,0,0,1
104,1,0,2,0,2,8,2,2,2,1,2,1,1,0,3
104,1,1,2,0,2,6,2,2,2,1,2,1,0,0,0
104,1,1,2,0,2,1,1,2,2,1,0,0,0,0,0
104,1,1,2,0,1,9,0,2,0,1,0,0,0,0,1
104,1,1,0,0,2,8,2,2,1,1,2,1,0,0,3
104,1,1,2,0,1,3,0,2,0,1,0,0,0,0,3
104,1,0,2,0,1,4,2,2,1,1,0,1,1,0,0
104,1,0,2,0,1,0,2,2,2,1,2,1,0,0,0
104,1,0,2,0,2,0,2,2,1,1,3,1,1,0,0
104,2,1,2,0,1,4,2,2,0,1,2,0,0,0,1
104,2,0,2,0,2,8,2,2,0,1,2,1,1,0,0
104,1,0,0,0,1,5,2,2,1,1,2,1,1,0,2
104,3,0,2,1,2,0,1,2,2,1,3,0,1,0,0
104,1,1,2,0,2,6,2,2,1,1,3,0,0,0,3
104,1,1,2,0,2,7,2,2,2,0,2,0,0,0,2
104,1,1,2,0,2,0,0,2,1,1,3,0,1,0,3
104,2,0,2,0,1,8,2,1,2,1,3,1,1,0,0
104,1,0,2,0,1,4,2,2,2,1,2,0,1,0,0
104,1,0,2,1,2,8,2,2,2,1,2,0,0,0,0
104,1,1,0,0,2,4,2,2,0,1,2,0,1,0,2
104,2,1,2,0,1,2,1,2,2,1,2,0,0,0,0
104,1,0,2,1,1,2,2,2,2,1,2,1,1,0,0
104,1,0,2,1,2,3,2,2,2,1,0,0,0,0,0
104,1,0,2,1,1,7,2,2,2,1,2,1,0,0,0
104,1,0,2,1,1,6,2,2,2,1,2,1,0,0,3
104,2,0,2,0,2,6,2,2,2,1,0,1,0,0,0
104,1,0,2,1,1,6,2,2,1,1,2,1,1,0,0
104,2,1,2,1,1,2,2,2,1,0,1,0,0,0,0
104,2,1,2,0,2,6,2,2,2,1,2,0,0,0,0
104,1,0,2,1,2,4,2,2,2,1,2,0,1,0,0
104,1,1,2,1,1,4,2,2,2,1,0,0,0,0,0
104,1,1,0,0,2,0,1,2,1,1,3,0,1,0,3
104,1,0,2,0,1,9,1,2,1,1,1,0,0,0,0
104,1,0,2,0,2,0,2,2,2,1,2,1,0,0,0
104,1,1,2,0,2,4,2,2,2,1,0,0,0,0,0
104,1,1,2,0,2,8,1,2,2,1,2,0,1,0,2
104,1,0,2,0,2,5,2,2,2,1,2,0,0,0,0
104,3,0,2,0,2,8,2,2,2,0,0,1,0,0,3
104,2,0,2,0,1,0,2,2,2,1,2,0,0,0,3
104,1,1,2,0,2,8,1,2,1,1,2,0,0,0,3
104,1,0,2,0,1,4,2,2,2,1,2,0,1,0,2
104,2,1,2,0,2,4,2,2,2,1,3,0,0,0,0
104,1,0,2,0,1,8,1,2,1,1,2,0,0,0,0
104,1,1,0,1,1,2,0,2,2,1,1,0,0,0,2
104,2,0,2,0,2,6,2,2,2,1,3,1,0,0,0
104,1,0,2,0,1,6,0,2,2,1,2,1,0,0,2
104,1,0,2,1,1,7,2,2,1,1,2,1,0,0,2
104,1,0,2,0,2,0,2,2,2,1,2,0,1,0,0
104,1,1,2,0,2,4,2,2,2,1,0,0,0,0,1
104,1,0,0,0,1,7,0,2,2,0,2,1,0,0,0
104,2,0,2,0,2,4,0,2,0,1,2,0,0,0,0
104,1,0,2,1,1,7,2,2,2,1,2,1,1,0,0
104,1,1,2,0,2,9,2,2,2,1,1,0,1,0,0
103,1,1,2,1,2,8,2,2,2,1,1,0,1,0,3
104,1,0,2,0,2,2,2,2,1,1,2,0,1,0,3
104,1,0,2,1,1,8,1,2,2,1,2,1,0,0,2
104,1,0,2,1,1,4,0,2,2,1,3,1,1,0,0
104,1,0,2,0,2,6,2,2,2,1,2,0,0,0,0
104,1,1,2,0,1,8,2,2,2,1,2,0,0,0,0
104,2,0,2,0,2,8,0,2,0,1,2,1,1,0,0
104,2,0,2,0,2,6,2,2,2,1,2,1,0,0,2
104,1,0,2,1,2,0,2,2,2,1,2,1,0,0,1
104,2,0,2,0,2,8,2,2,2,1,3,0,1,0,0
104,2,0,2,1,2,4,2,2,0,0,2,1,1,0,2
104,1,0,2,1,1,4,2,2,2,1,2,1,1,0,0
104,1,0,2,1,1,0,2,2,0,1,2,1,1,0,0
104,1,0,2,0,2,5,0,2,2,1,2,1,0,0,0
104,1,1,2,0,1,0,2,2,1,1,2,0,0,0,0
104,1,1,2,0,2,2,2,2,2,1,3,0,0,0,3
104,1,0,2,1,1,10,2,2,2,1,2,1,0,0,0
104,1,1,2,0,2,4,2,2,2,1,0,0,0,0,0
104,1,0,2,0,2,4,2,2,2,0,2,0,0,0,1
104,1,0,2,0,1,6,2,2,2,1,2,1,0,0,2
104,2,0,2,0,2,5,0,2,2,1,2,1,0,0,0
104,1,0,2,0,2,9,2,2,2,1,2,0,1,0,0
104,1,0,2,1,2,0,2,2,2,1,3,1,1,0,2
104,1,0,2,0,2,8,2,2,2,1,2,1,0,0,1
104,1,0,2,0,1,4,0,2,0,1,2,1,0,0,0
104,1,0,2,0,2,8,2,2,2,1,2,1,1,0,0
104,1,0,2,0,1,6,2,2,2,1,2,1,0,0,0
104,1,0,2,0,2,4,0,2,1,1,2,0,1,0,0
104,2,0,2,0,2,0,2,2,2,1,0,0,0,0,0
104,2,0,2,1,2,4,2,2,1,1,0,0,0,0,3
104,1,0,2,0,1,5,0,2,1,1,1,0,0,0,0
104,1,0,2,0,2,0,0,2,2,1,2,1,0,0,1
104,1,0,2,0,1,8,2,2,2,1,2,1,1,0,0
104,1,0,2,0,2,2,2,2,2,1,2,0,0,0,3
104,1,0,2,0,2,4,0,2,2,1,1,0,0,0,0
104,3,1,2,0,2,8,0,2,1,1,2,0,0,0,1
104,1,0,2,0,2,0,2,2,2,1,3,1,0,0,0
104,1,0,2,0,2,2,0,2,0,1,0,0,1,0,0
104,1,0,2,0,2,4,0,2,2,1,2,1,1,0,2
104,2,1,2,0,2,2,2,2,1,1,2,1,1,0,3
104,2,0,2,1,2,8,1,2,2,1,3,0,1,0,0
104,1,1,2,1,2,2,2,2,1,1,0,0,1,0,3
104,1,0,0,0,2,0,2,2,2,1,0,1,0,0,2
104,1,0,2,0,2,11,2,2,2,1,2,1,0,0,3
104,2,0,2,1,2,6,2,2,2,1,2,1,1,0,0
104,1,0,2,0,2,4,2,2,2,0,2,0,0,0,3
104,1,0,2,0,1,1,2,2,2,1,2,1,1,0,3
104,2,0,2,0,2,4,0,2,1,1,2,0,0,0,0
104,1,0,2,0,1,9,2,2,2,1,2,0,0,0,1
104,3,1,0,0,2,8,2,2,2,1,0,0,0,0,0
104,1,0,2,0,2,7,2,2,0,1,3,1,0,0,0
104,1,0,2,0,1,5,2,2,2,1,2,0,0,0,0
104,2,0,2,0,2,5,2,2,1,1,2,1,0,0,0
104,1,0,2,0,2,0,2,2,2,1,2,1,0,0,0
104,1,0,2,1,2,0,2,2,2,1,2,1,0,0,0
104,2,0,2,0,1,6,1,1,1,1,2,1,0,0,1
105,1,0,2,0,2,3,2,2,2,1,3,0,0,0,2
105,1,1,2,0,2,7,2,2,2,0,2,0,0,0,0
105,1,1,0,0,2,4,2,2,2,1,0,0,0,0,2
104,1,1,2,0,1,0,1,2,1,1,0,0,0,0,0
105,1,0,2,0,1,9,2,2,2,1,2,0,0,0,0
105,2,0,2,0,1,5,0,2,1,1,2,1,0,0,0
105,1,0,2,0,2,5,2,2,2,1,1,0,0,0,0
105,1,0,2,0,2,6,1,2,1,1,2,1,0,0,0
104,1,0,2,0,1,4,2,2,2,1,2,1,1,0,3
105,1,0,2,0,2,5,2,2,2,1,2,1,0,0,0
105,1,0,2,0,2,1,0,2,2,1,2,1,0,0,0
104,1,0,2,0,1,8,2,2,2,1,0,1,0,0,1
105,1,0,2,1,1,2,2,2,2,1,2,1,0,0,0
105,1,0,2,0,2,3,1,2,1,1,2,1,0,0,2
105,1,0,2,0,1,8,2,2,2,1,0,0,0,0,0
104,1,1,2,0,1,8,2,2,2,1,1,0,0,0,0
105,1,0,2,0,1,10,2,0,2,1,0,1,0,0,0
105,1,0,2,0,2,10,2,2,2,1,2,1,1,0,0
105,1,0,2,0,2,5,0,2,0,1,2,1,0,0,0
105,1,1,2,0,2,5,2,2,2,1,3,0,1,0,2
105,1,0,2,0,2,6,2,2,2,1,2,1,1,0,2
104,1,0,2,0,2,6,2,2,2,1,3,1,1,0,2
104,2,1,2,1,1,6,2,2,2,1,2,1,0,0,0
105,1,0,2,0,2,1,2,2,2,1,2,0,0,0,0
105,2,1,2,0,2,1,1,2,2,1,2,1,0,0,0
105,1,0,2,0,2,2,2,2,2,1,2,0,1,0,0
105,1,0,2,0,1,4,2,2,2,1,2,1,0,0,0
104,1,0,2,0,1,8,2,2,2,1,1,0,0,0,3
104,2,1,2,0,2,0,2,2,1,1,1,0,0,0,3
105,1,0,2,0,1,6,0,2,2,1,0,1,0,0,1
105,1,1,2,0,1,4,2,2,2,1,0,0,0,0,2
105,2,0,0,0,1,3,0,2,1,1,1,0,0,0,0
104,1,0,2,0,2,4,2,2,2,1,2,0,0,0,0
104,1,1,2,0,1,6,2,2,1,1,1,0,0,0,1
104,2,1,2,0,2,2,2,2,2,1,1,0,0,0,2
104,2,0,2,0,2,0,2,2,2,1,2,1,0,0,0
104,2,0,2,0,1,8,0,2,2,1,0,0,1,0,0
104,1,1,2,0,2,6,1,2,0,1,0,1,1,0,1
105,1,0,0,0,2,6,0,2,1,1,2,0,0,0,0
105,1,0,2,0,1,2,2,2,2,1,2,0,0,0,0
105,1,0,2,1,1,0,2,2,2,1,2,1,0,0,0
104,1,0,2,0,1,6,2,2,2,1,2,1,0,0,0
104,1,1,2,0,1,9,0,2,2,1,0,1,0,0,0
105,2,0,0,0,2,3,2,2,0,1,2,1,0,0,3
104,1,0,2,0,1,8,2,2,1,1,2,0,1,0,3
105,1,0,2,0,2,6,2,2,2,1,2,1,0,0,0
105,2,0,2,0,2,6,0,2,2,1,2,1,0,0,1
104,1,1,2,1,2,2,2,2,2,0,3,0,0,0,0
104,2,1,2,0,2,8,0,2,0,1,2,0,0,0,2
104,1,0,2,1,1,2,2,2,2,1,2,1,0,0,0
105,1,0,2,0,1,4,0,2,2,1,2,1,0,0,0
104,1,0,2,0,2,3,2,2,1,1,0,0,0,0,0
105,1,0,2,0,2,6,2,2,2,1,2,0,0,0,2
104,1,0,2,0,1,7,0,2,0,1,2,0,0,0,0
104,1,1,2,0,2,6,2,2,2,1,0,0,0,0,0
105,2,0,2,0,2,10,1,2,2,1,2,0,0,0,0
104,1,0,0,0,2,6,0,2,2,1,0,1,0,0,2
104,1,1,2,0,2,4,2,2,2,1,0,0,0,0,0
105,1,0,2,1,2,9,2,2,2,1,2,1,1,0,0
104,1,0,2,0,2,2,2,2,2,1,2,1,0,0,3
104,1,1,2,1,2,4,2,2,2,1,2,1,0,0,0
105,1,0,0,1,2,8,2,2,2,1,0,0,1,0,0
105,1,0,2,0,1,5,2,2,2,1,2,0,0,0,0
105,1,0,2,0,1,2,2,2,2,1,2,0,0,0,0
105,1,0,2,0,1,4,2,2,2,1,2,1,0,0,0
104,1,1,2,0,2,4,2,2,2,1,0,0,0,0,0
